DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB04463,"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol",SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1
DB04552,Niflumic acid,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB04557,Arachidonic Acid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04572,Thiotepa,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04572,Thiotepa,SmallMoleculeDrug,P06276,Cholinesterase
DB04572,Thiotepa,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04574,Estrone sulfate,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04574,Estrone sulfate,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04574,Estrone sulfate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04630,Aldosterone,SmallMoleculeDrug,P15538,"Cytochrome P450 11B1, mitochondrial"
DB04630,Aldosterone,SmallMoleculeDrug,P19099,"Cytochrome P450 11B2, mitochondrial"
DB04630,Aldosterone,SmallMoleculeDrug,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase"
DB04630,Aldosterone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04652,Corticosterone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04652,Corticosterone,SmallMoleculeDrug,P28845,Corticosteroid 11-beta-dehydrogenase isozyme 1
DB04652,Corticosterone,SmallMoleculeDrug,P80365,Corticosteroid 11-beta-dehydrogenase isozyme 2
DB04665,Coumarin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04725,Licofelone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04725,Licofelone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB04725,Licofelone,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB04725,Licofelone,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB04743,Nimesulide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04786,Suramin,SmallMoleculeDrug,P15289,Arylsulfatase A
DB04786,Suramin,SmallMoleculeDrug,P47712,Cytosolic phospholipase A2
DB04794,Bifonazole,SmallMoleculeDrug,P11511,Aromatase
DB04794,Bifonazole,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04794,Bifonazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04817,Metamizole,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04817,Metamizole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04818,Iproniazid,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04818,Iproniazid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04818,Iproniazid,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB04818,Iproniazid,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB04825,Prenylamine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04827,Urethane,SmallMoleculeDrug,P47712,Cytosolic phospholipase A2
DB04827,Urethane,SmallMoleculeDrug,P05164,Myeloperoxidase
DB04827,Urethane,SmallMoleculeDrug,Q06278,Aldehyde oxidase
DB04828,Zomepirac,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04829,Lysergic acid diethylamide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04829,Lysergic acid diethylamide,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04831,Tienilic acid,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04832,Zimelidine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04833,Methaqualone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04835,Maraviroc,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04838,Cyclandelate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04839,Cyproterone acetate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04839,Cyproterone acetate,SmallMoleculeDrug,P11511,Aromatase
DB04840,Debrisoquine,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB04840,Debrisoquine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04841,Flunarizine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04841,Flunarizine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04841,Flunarizine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04841,Flunarizine,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB04841,Flunarizine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04841,Flunarizine,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB04842,Fluspirilene,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04844,Tetrabenazine,SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1
DB04844,Tetrabenazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04845,Ixabepilone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04846,Celiprolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04847,Roxadustat,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB04847,Roxadustat,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB04854,Febuxostat,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB04854,Febuxostat,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB04854,Febuxostat,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB04854,Febuxostat,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB04854,Febuxostat,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04854,Febuxostat,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB04854,Febuxostat,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04855,Dronedarone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB04855,Dronedarone,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB04855,Dronedarone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04855,Dronedarone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04856,Dexloxiglumide,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04856,Dexloxiglumide,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04856,Dexloxiglumide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04856,Dexloxiglumide,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04856,Dexloxiglumide,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB04858,Tirapazamine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04861,Nebivolol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04861,Nebivolol,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04861,Nebivolol,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04868,Nilotinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04868,Nilotinib,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB04868,Nilotinib,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04868,Nilotinib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04868,Nilotinib,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04871,Lorcaserin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04871,Lorcaserin,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB04871,Lorcaserin,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04871,Lorcaserin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04871,Lorcaserin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04871,Lorcaserin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04871,Lorcaserin,SmallMoleculeDrug,Q01740,Dimethylaniline monooxygenase [N-oxide-forming] 1
DB04871,Lorcaserin,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB04884,Dapoxetine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04884,Dapoxetine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04886,Calanolide A,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04889,Bicifadine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04889,Bicifadine,SmallMoleculeDrug,P27338,Amine oxidase [flavin-containing] B
DB04889,Bicifadine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04889,Bicifadine,SmallMoleculeDrug,P21397,Amine oxidase [flavin-containing] A
DB04894,Vapreotide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04896,Milnacipran,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04898,Ximelagatran,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04905,Tesmilifene,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04905,Tesmilifene,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04905,Tesmilifene,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB04908,Flibanserin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04911,Oritavancin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04911,Oritavancin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04911,Oritavancin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04911,Oritavancin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04920,Clevidipine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04920,Clevidipine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04920,Clevidipine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04920,Clevidipine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04920,Clevidipine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04920,Clevidipine,SmallMoleculeDrug,P06276,Cholinesterase
DB04930,Permethrin,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04934,Rifalazil,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04938,Ospemifene,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04938,Ospemifene,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04938,Ospemifene,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04938,Ospemifene,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04938,Ospemifene,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04946,Iloperidone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04946,Iloperidone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB04946,Iloperidone,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB04946,Iloperidone,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04946,Iloperidone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04948,Lofexidine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04948,Lofexidine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04948,Lofexidine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04951,Pirfenidone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB04951,Pirfenidone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB04951,Pirfenidone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB04951,Pirfenidone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04951,Pirfenidone,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04951,Pirfenidone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04953,Ezogabine,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB04953,Ezogabine,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB04953,Ezogabine,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB04953,Ezogabine,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB04953,Ezogabine,SmallMoleculeDrug,P11245,Arylamine N-acetyltransferase 2
DB04957,Azimilide,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB04957,Azimilide,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB04957,Azimilide,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04957,Azimilide,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB04961,Troxacitabine,SmallMoleculeDrug,P27707,Deoxycytidine kinase
DB04975,Banoxantrone,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB04975,Banoxantrone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04975,Banoxantrone,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB04977,Plitidepsin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB04977,Plitidepsin,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB04977,Plitidepsin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB04977,Plitidepsin,SmallMoleculeDrug,Q02928,Cytochrome P450 4A11
DB05015,Belinostat,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB05015,Belinostat,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB05015,Belinostat,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB05015,Belinostat,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05015,Belinostat,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05016,Ataluren,SmallMoleculeDrug,O60656,UDP-glucuronosyltransferase 1-9
DB05016,Ataluren,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB05016,Ataluren,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB05016,Ataluren,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB05018,Migalastat,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB05029,Lancovutide,SmallMoleculeDrug,P47712,Cytosolic phospholipase A2
DB05039,Indacaterol,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05039,Indacaterol,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB05057,Erdosteine,SmallMoleculeDrug,P00813,Adenosine deaminase
DB05087,Ganaxolone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05087,Ganaxolone,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB05087,Ganaxolone,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB05087,Ganaxolone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05087,Ganaxolone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB05095,Cimicoxib,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB05109,Trabectedin,SmallMoleculeDrug,P23219,Prostaglandin G/H synthase 1
DB05109,Trabectedin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05109,Trabectedin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB05109,Trabectedin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB05109,Trabectedin,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB05109,Trabectedin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05115,NN344,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05154,Pretomanid,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05154,Pretomanid,SmallMoleculeDrug,P9WP15,Deazaflavin-dependent nitroreductase
DB05161,Elafin,SmallMoleculeDrug,P05164,Myeloperoxidase
DB05197,Sofalcone,SmallMoleculeDrug,P16152,Carbonyl reductase [NADPH] 1
DB05212,HE3286,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05219,Crisaborole,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB05219,Crisaborole,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB05219,Crisaborole,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB05229,Beraprost,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB05239,Cobimetinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05239,Cobimetinib,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB05239,Cobimetinib,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB05239,Cobimetinib,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB05246,Methsuximide,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05271,Rotigotine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05271,Rotigotine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB05271,Rotigotine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05294,Vandetanib,SmallMoleculeDrug,Q01740,Dimethylaniline monooxygenase [N-oxide-forming] 1
DB05294,Vandetanib,SmallMoleculeDrug,P31513,Dimethylaniline monooxygenase [N-oxide-forming] 3
DB05294,Vandetanib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05316,Pimavanserin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05316,Pimavanserin,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB05316,Pimavanserin,SmallMoleculeDrug,P51589,Cytochrome P450 2J2
DB05316,Pimavanserin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB05351,Dexlansoprazole,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05351,Dexlansoprazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05381,Histamine,SmallMoleculeDrug,P50135,Histamine N-methyltransferase
DB05382,Iodine,SmallMoleculeDrug,P07202,Thyroid peroxidase
DB05394,Corticorelin,SmallMoleculeDrug,P09172,Dopamine beta-hydroxylase
DB05467,Palovarotene,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05467,Palovarotene,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB05467,Palovarotene,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05482,7-ethyl-10-hydroxycamptothecin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05488,Technetium Tc-99m ciprofloxacin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05521,Telaprevir,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05541,Brivaracetam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05541,Brivaracetam,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05541,Brivaracetam,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB05541,Brivaracetam,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB05667,Levoketoconazole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05667,Levoketoconazole,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB05667,Levoketoconazole,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB05667,Levoketoconazole,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05667,Levoketoconazole,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB05667,Levoketoconazole,SmallMoleculeDrug,P22680,Cytochrome P450 7A1
DB05667,Levoketoconazole,SmallMoleculeDrug,P11511,Aromatase
DB05667,Levoketoconazole,SmallMoleculeDrug,P08686,Steroid 21-hydroxylase
DB05676,Apremilast,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05676,Apremilast,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB05676,Apremilast,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05708,GTS-21,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05708,GTS-21,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB05804,Prasterone sulfate,SmallMoleculeDrug,P11511,Aromatase
DB05804,Prasterone sulfate,SmallMoleculeDrug,P24462,Cytochrome P450 3A7
DB05804,Prasterone sulfate,SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB05812,Abiraterone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05812,Abiraterone,SmallMoleculeDrug,Q06520,Bile salt sulfotransferase
DB05812,Abiraterone,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB05812,Abiraterone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB05812,Abiraterone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05812,Abiraterone,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05812,Abiraterone,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB05814,GPI-1485,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05875,"Sar9, Met (O2)11-Substance P",SmallMoleculeDrug,P11511,Aromatase
DB05875,"Sar9, Met (O2)11-Substance P",SmallMoleculeDrug,P06276,Cholinesterase
DB05875,"Sar9, Met (O2)11-Substance P",SmallMoleculeDrug,P35354,Prostaglandin G/H synthase 2
DB05885,Seletracetam,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05903,KOS-1584,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05928,Dovitinib,SmallMoleculeDrug,P04798,Cytochrome P450 1A1
DB05928,Dovitinib,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB05928,Dovitinib,SmallMoleculeDrug,P35503,UDP-glucuronosyltransferase 1-3
DB05928,Dovitinib,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB05928,Dovitinib,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB05928,Dovitinib,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB05990,Obeticholic acid,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06016,Cariprazine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06016,Cariprazine,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB06016,Cariprazine,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB06016,Cariprazine,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06016,Cariprazine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB06016,Cariprazine,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB06016,Cariprazine,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB06077,Lumateperone,SmallMoleculeDrug,Q96JD6,"1,5-anhydro-D-fructose reductase"
DB06077,Lumateperone,SmallMoleculeDrug,P51857,3-oxo-5-beta-steroid 4-dehydrogenase
DB06077,Lumateperone,SmallMoleculeDrug,P14550,Alcohol dehydrogenase [NADP(+)]
DB06077,Lumateperone,SmallMoleculeDrug,O60218,Aldo-keto reductase family 1 member B10
DB06077,Lumateperone,SmallMoleculeDrug,C9JRZ8,Aldo-keto reductase family 1 member B15
DB06077,Lumateperone,SmallMoleculeDrug,Q04828,Aldo-keto reductase family 1 member C1
DB06077,Lumateperone,SmallMoleculeDrug,P52895,Aldo-keto reductase family 1 member C2
DB06077,Lumateperone,SmallMoleculeDrug,P42330,Aldo-keto reductase family 1 member C3
DB06077,Lumateperone,SmallMoleculeDrug,P17516,Aldo-keto reductase family 1 member C4
DB06077,Lumateperone,SmallMoleculeDrug,P15121,Aldose reductase
DB06077,Lumateperone,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06077,Lumateperone,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB06077,Lumateperone,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06077,Lumateperone,SmallMoleculeDrug,P22309,UDP-glucuronosyltransferase 1-1
DB06077,Lumateperone,SmallMoleculeDrug,P22310,UDP-glucuronosyltransferase 1-4
DB06077,Lumateperone,SmallMoleculeDrug,P54855,UDP-glucuronosyltransferase 2B15
DB06077,Lumateperone,SmallMoleculeDrug,Q04828,Aldo-keto reductase family 1 member C1
DB06077,Lumateperone,SmallMoleculeDrug,O60218,Aldo-keto reductase family 1 member B10
DB06077,Lumateperone,SmallMoleculeDrug,P17516,Aldo-keto reductase family 1 member C4
DB06083,Tapinarof,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06083,Tapinarof,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06083,Tapinarof,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB06083,Tapinarof,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB06083,Tapinarof,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB06111,AB192,SmallMoleculeDrug,P05164,Myeloperoxidase
DB06119,Cenobamate,SmallMoleculeDrug,P16662,UDP-glucuronosyltransferase 2B7
DB06119,Cenobamate,SmallMoleculeDrug,P06133,UDP-glucuronosyltransferase 2B4
DB06119,Cenobamate,SmallMoleculeDrug,P05181,Cytochrome P450 2E1
DB06119,Cenobamate,SmallMoleculeDrug,P11509,Cytochrome P450 2A6
DB06119,Cenobamate,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB06119,Cenobamate,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB06119,Cenobamate,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06119,Cenobamate,SmallMoleculeDrug,P20815,Cytochrome P450 3A5
DB06119,Cenobamate,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB06137,Tirbanibulin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06137,Tirbanibulin,SmallMoleculeDrug,P10632,Cytochrome P450 2C8
DB06137,Tirbanibulin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06137,Tirbanibulin,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB06137,Tirbanibulin,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB06137,Tirbanibulin,SmallMoleculeDrug,P33261,Cytochrome P450 2C19
DB06137,Tirbanibulin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB06144,Sertindole,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB06144,Sertindole,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06147,Sulfathiazole,SmallMoleculeDrug,P11511,Aromatase
DB06148,Mianserin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06148,Mianserin,SmallMoleculeDrug,P20813,Cytochrome P450 2B6
DB06148,Mianserin,SmallMoleculeDrug,P10635,Cytochrome P450 2D6
DB06148,Mianserin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06150,Sulfadimethoxine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB06151,Acetylcysteine,SmallMoleculeDrug,Q03154,Aminoacylase-1
DB06152,Nylidrin,SmallMoleculeDrug,P21964,Catechol O-methyltransferase
DB06152,Nylidrin,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06153,Pizotifen,SmallMoleculeDrug,P36537,UDP-glucuronosyltransferase 2B10
DB06154,Pentaerythritol tetranitrate,SmallMoleculeDrug,P33402,Guanylate cyclase soluble subunit alpha-2
DB06154,Pentaerythritol tetranitrate,SmallMoleculeDrug,P29474,"Nitric oxide synthase, endothelial"
DB06154,Pentaerythritol tetranitrate,SmallMoleculeDrug,P05091,"Aldehyde dehydrogenase, mitochondrial"
DB06155,Rimonabant,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
DB06160,Garenoxacin,SmallMoleculeDrug,P05177,Cytochrome P450 1A2
DB06174,Noscapine,SmallMoleculeDrug,P11712,Cytochrome P450 2C9
DB06174,Noscapine,SmallMoleculeDrug,P08684,Cytochrome P450 3A4
